review,score,cleaning,baku,slang_replaced
"This is a brand-name, great-tasting gum at a great price. What more can you ask for?",5,this is a brand name  great tasting gum at a great price  what more can you ask for ,this is a brand name great tasting gum at a great price what more can you ask for,[]
I really like the sturdy container. I can put it in a bag and not worry it will spill,5,i really like the sturdy container  i can put it in a bag and not worry it will spill,i really like the sturdy container i can put it in a bag and not worry it will spill,[]
This has been sitting in a shelf for year. Buy elsewhere.,1,this has been sitting in a shelf for year  buy elsewhere ,this has been sitting in a shelf for year buy elsewhere,[]
I purchased it for $4.66 as a subscription and the one time purchase price was $5.48. I think the value was excellent and I am happy about the purchase.,5,i purchased it for    as a subscription and the one time purchase price was     i think the value was excellent and i am happy about the purchase ,i purchased it for as a subscription and the one time purchase price was i think the value was excellent and i am happy about the purchase,[]
Thank you!!,5,thank you  ,thank you,[]
"Purchased a refill package of this gum in the Winterfrost flavor. After a couple of months the product turns a horrible shade of brown. Contacted Mars/Wrigley in regards, had to send multiple pictures and jump through hoops with customer service and now they will not refund purchase price without the receipt. I would be happy to send them the product back as no one will eat it with this terrible color, however, even though I have sent them pictures and have the actual product in hand, no receipt, no refund. Guess what Mars, no more purchases of Mars anything!",1,purchased a refill package of this gum in the winterfrost flavor  after a couple of months the product turns a horrible shade of brown  contacted mars wrigley in regards  had to send multiple pictures and jump through hoops with customer service and now they will not refund purchase price without the receipt  i would be happy to send them the product back as no one will eat it with this terrible color  however  even though i have sent them pictures and have the actual product in hand  no receipt  no refund  guess what mars  no more purchases of mars anything ,purchased a refill package of this gum in the winterfrost flavor after a couple of months the product turns a horrible shade of brown contacted mars wrigley in regards had to send multiple pictures and jump through hoops with customer service and now they will not refund purchase price without the receipt i would be happy to send them the product back as no one will eat it with this terrible color however even though i have sent them pictures and have the actual product in hand no receipt no refund guess what mars no more purchases of mars anything,[]
Good taste! Mint amazing,5,good taste  mint amazing,good taste mint amazing,[]
Not really fresh and crumbled during shipping somewhat half were broken.,4,not really fresh and crumbled during shipping somewhat half were broken ,not really fresh and crumbled during shipping somewhat half were broken,[]
"That's it, I just want to complain about the molasses.  You will taste it in these cookies, and it's just not great.",3,that s it  i just want to complain about the molasses   you will taste it in these cookies  and it s just not great ,that s it i just want to complain about the molasses you will taste it in these cookies and it s just not great,[]
I thought the sugar level would be less than I had anticipated.  Otherwise it was nice and tasty cookie,4,i thought the sugar level would be less than i had anticipated   otherwise it was nice and tasty cookie,i thought the sugar level would be less than i had anticipated otherwise it was nice and tasty cookie,[]
