,text,final_label,tokenized,stopword_remove,steming_data
301,don t know if this product is out of date or what however it tends to leave a waxy after taste in your mouth it s quite strange,Negative,"['don', 't', 'know', 'if', 'this', 'product', 'is', 'out', 'of', 'date', 'or', 'what', 'however', 'it', 'tends', 'to', 'leave', 'a', 'waxy', 'after', 'taste', 'in', 'your', 'mouth', 'it', 's', 'quite', 'strange']","['know', 'product', 'date', 'however', 'tends', 'leave', 'waxy', 'taste', 'mouth', 'quite', 'strange']","['know', 'product', 'date', 'howev', 'tend', 'leav', 'waxi', 'tast', 'mouth', 'quit', 'strang']"
302,we have become addicted to it and enjoy it daily for snacks,Positive,"['we', 'have', 'become', 'addicted', 'to', 'it', 'and', 'enjoy', 'it', 'daily', 'for', 'snacks']","['become', 'addicted', 'enjoy', 'daily', 'snacks']","['becom', 'addict', 'enjoy', 'daili', 'snack']"
303,only about of the corn pops and several packages were not buttered not sure what the hell i have here,Negative,"['only', 'about', 'of', 'the', 'corn', 'pops', 'and', 'several', 'packages', 'were', 'not', 'buttered', 'not', 'sure', 'what', 'the', 'hell', 'i', 'have', 'here']","['corn', 'pops', 'several', 'packages', 'buttered', 'sure', 'hell']","['corn', 'pop', 'sever', 'packag', 'butter', 'sure', 'hell']"
304,there is nothing like having a bowl of hot buttered popcorn when ever the need arise s for movie night or tv series night and for entertaining put a bag in the microwave and like seconds later it s done and ready to eat it s that easy and off you go,Positive,"['there', 'is', 'nothing', 'like', 'having', 'a', 'bowl', 'of', 'hot', 'buttered', 'popcorn', 'when', 'ever', 'the', 'need', 'arise', 's', 'for', 'movie', 'night', 'or', 'tv', 'series', 'night', 'and', 'for', 'entertaining', 'put', 'a', 'bag', 'in', 'the', 'microwave', 'and', 'like', 'seconds', 'later', 'it', 's', 'done', 'and', 'ready', 'to', 'eat', 'it', 's', 'that', 'easy', 'and', 'off', 'you', 'go']","['nothing', 'like', 'bowl', 'hot', 'buttered', 'popcorn', 'ever', 'need', 'arise', 'movie', 'night', 'tv', 'series', 'night', 'entertaining', 'put', 'bag', 'microwave', 'like', 'seconds', 'later', 'done', 'ready', 'eat', 'easy', 'go']","['noth', 'like', 'bowl', 'hot', 'butter', 'popcorn', 'ever', 'need', 'aris', 'movi', 'night', 'tv', 'seri', 'night', 'entertain', 'put', 'bag', 'microwav', 'like', 'second', 'later', 'done', 'readi', 'eat', 'easi', 'go']"
305,very good deal great price will buy again recommended don t buy too much i ll be back for more lol,Positive,"['very', 'good', 'deal', 'great', 'price', 'will', 'buy', 'again', 'recommended', 'don', 't', 'buy', 'too', 'much', 'i', 'll', 'be', 'back', 'for', 'more', 'lol']","['good', 'deal', 'great', 'price', 'buy', 'recommended', 'buy', 'much', 'back', 'lol']","['good', 'deal', 'great', 'price', 'buy', 'recommend', 'buy', 'much', 'back', 'lol']"
306,i ordred this for a friend who loves popcorn and this is her favorite brand she was thrilled,Positive,"['i', 'ordred', 'this', 'for', 'a', 'friend', 'who', 'loves', 'popcorn', 'and', 'this', 'is', 'her', 'favorite', 'brand', 'she', 'was', 'thrilled']","['ordred', 'friend', 'loves', 'popcorn', 'favorite', 'brand', 'thrilled']","['ordr', 'friend', 'love', 'popcorn', 'favorit', 'brand', 'thrill']"
307,costs a little more than others but worth every penny not too greasy or salty phenomenal flavor,Positive,"['costs', 'a', 'little', 'more', 'than', 'others', 'but', 'worth', 'every', 'penny', 'not', 'too', 'greasy', 'or', 'salty', 'phenomenal', 'flavor']","['costs', 'little', 'others', 'worth', 'every', 'penny', 'greasy', 'salty', 'phenomenal', 'flavor']","['cost', 'littl', 'other', 'worth', 'everi', 'penni', 'greasi', 'salti', 'phenomen', 'flavor']"
308,have you ever bought microwave popcorn and been disappointed because it tasted stale no more worries when you get this home oh my goodness every single kernel popped i m not joking it was perfectly lightly salted and just the perfect amount of butter it was better than the kind at the movie theater and less greasy i think it should be called orville readyandbetter really good popcorn thanks,Positive,"['have', 'you', 'ever', 'bought', 'microwave', 'popcorn', 'and', 'been', 'disappointed', 'because', 'it', 'tasted', 'stale', 'no', 'more', 'worries', 'when', 'you', 'get', 'this', 'home', 'oh', 'my', 'goodness', 'every', 'single', 'kernel', 'popped', 'i', 'm', 'not', 'joking', 'it', 'was', 'perfectly', 'lightly', 'salted', 'and', 'just', 'the', 'perfect', 'amount', 'of', 'butter', 'it', 'was', 'better', 'than', 'the', 'kind', 'at', 'the', 'movie', 'theater', 'and', 'less', 'greasy', 'i', 'think', 'it', 'should', 'be', 'called', 'orville', 'readyandbetter', 'really', 'good', 'popcorn', 'thanks']","['ever', 'bought', 'microwave', 'popcorn', 'disappointed', 'tasted', 'stale', 'worries', 'get', 'home', 'oh', 'goodness', 'every', 'single', 'kernel', 'popped', 'joking', 'perfectly', 'lightly', 'salted', 'perfect', 'amount', 'butter', 'better', 'kind', 'movie', 'theater', 'less', 'greasy', 'think', 'called', 'orville', 'readyandbetter', 'really', 'good', 'popcorn', 'thanks']","['ever', 'bought', 'microwav', 'popcorn', 'disappoint', 'tast', 'stale', 'worri', 'get', 'home', 'oh', 'good', 'everi', 'singl', 'kernel', 'pop', 'joke', 'perfectli', 'lightli', 'salt', 'perfect', 'amount', 'butter', 'better', 'kind', 'movi', 'theater', 'less', 'greasi', 'think', 'call', 'orvil', 'readyandbett', 'realli', 'good', 'popcorn', 'thank']"
309,my granddaughter loves these and it s nice not feeling guilty when i treat her to one they are really good too,Positive,"['my', 'granddaughter', 'loves', 'these', 'and', 'it', 's', 'nice', 'not', 'feeling', 'guilty', 'when', 'i', 'treat', 'her', 'to', 'one', 'they', 'are', 'really', 'good', 'too']","['granddaughter', 'loves', 'nice', 'feeling', 'guilty', 'treat', 'one', 'really', 'good']","['granddaught', 'love', 'nice', 'feel', 'guilti', 'treat', 'one', 'realli', 'good']"
310,love them and will buy again,Positive,"['love', 'them', 'and', 'will', 'buy', 'again']","['love', 'buy']","['love', 'buy']"
311,my kids love the suckers and if they re good for their teeth even better highly recommend,Positive,"['my', 'kids', 'love', 'the', 'suckers', 'and', 'if', 'they', 're', 'good', 'for', 'their', 'teeth', 'even', 'better', 'highly', 'recommend']","['kids', 'love', 'suckers', 'good', 'teeth', 'even', 'better', 'highly', 'recommend']","['kid', 'love', 'sucker', 'good', 'teeth', 'even', 'better', 'highli', 'recommend']"
312,we love lots of variety from zolli pops i enjoy that they re a healthier option and still great tasting of course they re great for us right now with a toddler potty training they make excellent treats as reward for using the potty,Positive,"['we', 'love', 'lots', 'of', 'variety', 'from', 'zolli', 'pops', 'i', 'enjoy', 'that', 'they', 're', 'a', 'healthier', 'option', 'and', 'still', 'great', 'tasting', 'of', 'course', 'they', 're', 'great', 'for', 'us', 'right', 'now', 'with', 'a', 'toddler', 'potty', 'training', 'they', 'make', 'excellent', 'treats', 'as', 'reward', 'for', 'using', 'the', 'potty']","['love', 'lots', 'variety', 'zolli', 'pops', 'enjoy', 'healthier', 'option', 'still', 'great', 'tasting', 'course', 'great', 'us', 'right', 'toddler', 'potty', 'training', 'make', 'excellent', 'treats', 'reward', 'using', 'potty']","['love', 'lot', 'varieti', 'zolli', 'pop', 'enjoy', 'healthier', 'option', 'still', 'great', 'tast', 'cours', 'great', 'us', 'right', 'toddler', 'potti', 'train', 'make', 'excel', 'treat', 'reward', 'use', 'potti']"
313,all my kids loved these pops i sat the bag down gave them all and by the time i got back they had eaten the whole bag,Positive,"['all', 'my', 'kids', 'loved', 'these', 'pops', 'i', 'sat', 'the', 'bag', 'down', 'gave', 'them', 'all', 'and', 'by', 'the', 'time', 'i', 'got', 'back', 'they', 'had', 'eaten', 'the', 'whole', 'bag']","['kids', 'loved', 'pops', 'sat', 'bag', 'gave', 'time', 'got', 'back', 'eaten', 'whole', 'bag']","['kid', 'love', 'pop', 'sat', 'bag', 'gave', 'time', 'got', 'back', 'eaten', 'whole', 'bag']"
314,this is the only candy i actually feel comfortable giving my m old she loves it eats the whole thing every time now with a huge smile on her face gets clean teeth it s a win win,Positive,"['this', 'is', 'the', 'only', 'candy', 'i', 'actually', 'feel', 'comfortable', 'giving', 'my', 'm', 'old', 'she', 'loves', 'it', 'eats', 'the', 'whole', 'thing', 'every', 'time', 'now', 'with', 'a', 'huge', 'smile', 'on', 'her', 'face', 'gets', 'clean', 'teeth', 'it', 's', 'a', 'win', 'win']","['candy', 'actually', 'feel', 'comfortable', 'giving', 'old', 'loves', 'eats', 'whole', 'thing', 'every', 'time', 'huge', 'smile', 'face', 'gets', 'clean', 'teeth', 'win', 'win']","['candi', 'actual', 'feel', 'comfort', 'give', 'old', 'love', 'eat', 'whole', 'thing', 'everi', 'time', 'huge', 'smile', 'face', 'get', 'clean', 'teeth', 'win', 'win']"
315,fun treat for my toddler,Positive,"['fun', 'treat', 'for', 'my', 'toddler']","['fun', 'treat', 'toddler']","['fun', 'treat', 'toddler']"
316,my daughter loves these and i am so happy this is not bad for her,Positive,"['my', 'daughter', 'loves', 'these', 'and', 'i', 'am', 'so', 'happy', 'this', 'is', 'not', 'bad', 'for', 'her']","['daughter', 'loves', 'happy', 'bad']","['daughter', 'love', 'happi', 'bad']"
317,i didn t expect these to taste good but they really are great tasting for being sugar free i love these,Positive,"['i', 'didn', 't', 'expect', 'these', 'to', 'taste', 'good', 'but', 'they', 'really', 'are', 'great', 'tasting', 'for', 'being', 'sugar', 'free', 'i', 'love', 'these']","['expect', 'taste', 'good', 'really', 'great', 'tasting', 'sugar', 'free', 'love']","['expect', 'tast', 'good', 'realli', 'great', 'tast', 'sugar', 'free', 'love']"
318,these suckers are a game changer kid approved and parent approved much healthier for you little ones and zero sugar and dyes,Negative,"['these', 'suckers', 'are', 'a', 'game', 'changer', 'kid', 'approved', 'and', 'parent', 'approved', 'much', 'healthier', 'for', 'you', 'little', 'ones', 'and', 'zero', 'sugar', 'and', 'dyes']","['suckers', 'game', 'changer', 'kid', 'approved', 'parent', 'approved', 'much', 'healthier', 'little', 'ones', 'zero', 'sugar', 'dyes']","['sucker', 'game', 'changer', 'kid', 'approv', 'parent', 'approv', 'much', 'healthier', 'littl', 'one', 'zero', 'sugar', 'dye']"
319,nos gustaron,Neutral,"['nos', 'gustaron']","['nos', 'gustaron']","['no', 'gustaron']"
320,the cookies were fresh and had good flavor however the tin was dented most likely during delivery it was packaged loosely in a bag with no protective bubble wrap so for this reason i would not give it as a gift since there s no guarantee how the condition will be upon arrival,Neutral,"['the', 'cookies', 'were', 'fresh', 'and', 'had', 'good', 'flavor', 'however', 'the', 'tin', 'was', 'dented', 'most', 'likely', 'during', 'delivery', 'it', 'was', 'packaged', 'loosely', 'in', 'a', 'bag', 'with', 'no', 'protective', 'bubble', 'wrap', 'so', 'for', 'this', 'reason', 'i', 'would', 'not', 'give', 'it', 'as', 'a', 'gift', 'since', 'there', 's', 'no', 'guarantee', 'how', 'the', 'condition', 'will', 'be', 'upon', 'arrival']","['cookies', 'fresh', 'good', 'flavor', 'however', 'tin', 'dented', 'likely', 'delivery', 'packaged', 'loosely', 'bag', 'protective', 'bubble', 'wrap', 'reason', 'would', 'give', 'gift', 'since', 'guarantee', 'condition', 'upon', 'arrival']","['cooki', 'fresh', 'good', 'flavor', 'howev', 'tin', 'dent', 'like', 'deliveri', 'packag', 'loos', 'bag', 'protect', 'bubbl', 'wrap', 'reason', 'would', 'give', 'gift', 'sinc', 'guarante', 'condit', 'upon', 'arriv']"
321,will order more,Neutral,"['will', 'order', 'more']",['order'],['order']
322,i gift these cookies to a relative from time to time and she loves them it s also nice that they are packaged in a tin and thus stay fresh,Positive,"['i', 'gift', 'these', 'cookies', 'to', 'a', 'relative', 'from', 'time', 'to', 'time', 'and', 'she', 'loves', 'them', 'it', 's', 'also', 'nice', 'that', 'they', 'are', 'packaged', 'in', 'a', 'tin', 'and', 'thus', 'stay', 'fresh']","['gift', 'cookies', 'relative', 'time', 'time', 'loves', 'also', 'nice', 'packaged', 'tin', 'thus', 'stay', 'fresh']","['gift', 'cooki', 'rel', 'time', 'time', 'love', 'also', 'nice', 'packag', 'tin', 'thu', 'stay', 'fresh']"
323,my husband loves these cookies we normally can get this during holidays,Positive,"['my', 'husband', 'loves', 'these', 'cookies', 'we', 'normally', 'can', 'get', 'this', 'during', 'holidays']","['husband', 'loves', 'cookies', 'normally', 'get', 'holidays']","['husband', 'love', 'cooki', 'normal', 'get', 'holiday']"
324,great butter tasting cookies came well packaged and fresh,Positive,"['great', 'butter', 'tasting', 'cookies', 'came', 'well', 'packaged', 'and', 'fresh']","['great', 'butter', 'tasting', 'cookies', 'came', 'well', 'packaged', 'fresh']","['great', 'butter', 'tast', 'cooki', 'came', 'well', 'packag', 'fresh']"
325,if you re looking for crushed cookies to sprinkle on something then buy these cookies through amazon if you want them the way they were meant to be go somewhere else amazon ships them in a bag aside from the shipping issue and damaged merchandise these are some of the best cookies i ve had i usually eat them during holidays still though they are better whole and when sent care should be taken to make sure you get the package in one piece pun intended,Positive,"['if', 'you', 're', 'looking', 'for', 'crushed', 'cookies', 'to', 'sprinkle', 'on', 'something', 'then', 'buy', 'these', 'cookies', 'through', 'amazon', 'if', 'you', 'want', 'them', 'the', 'way', 'they', 'were', 'meant', 'to', 'be', 'go', 'somewhere', 'else', 'amazon', 'ships', 'them', 'in', 'a', 'bag', 'aside', 'from', 'the', 'shipping', 'issue', 'and', 'damaged', 'merchandise', 'these', 'are', 'some', 'of', 'the', 'best', 'cookies', 'i', 've', 'had', 'i', 'usually', 'eat', 'them', 'during', 'holidays', 'still', 'though', 'they', 'are', 'better', 'whole', 'and', 'when', 'sent', 'care', 'should', 'be', 'taken', 'to', 'make', 'sure', 'you', 'get', 'the', 'package', 'in', 'one', 'piece', 'pun', 'intended']","['looking', 'crushed', 'cookies', 'sprinkle', 'something', 'buy', 'cookies', 'amazon', 'want', 'way', 'meant', 'go', 'somewhere', 'else', 'amazon', 'ships', 'bag', 'aside', 'shipping', 'issue', 'damaged', 'merchandise', 'best', 'cookies', 'usually', 'eat', 'holidays', 'still', 'though', 'better', 'whole', 'sent', 'care', 'taken', 'make', 'sure', 'get', 'package', 'one', 'piece', 'pun', 'intended']","['look', 'crush', 'cooki', 'sprinkl', 'someth', 'buy', 'cooki', 'amazon', 'want', 'way', 'meant', 'go', 'somewher', 'els', 'amazon', 'ship', 'bag', 'asid', 'ship', 'issu', 'damag', 'merchandis', 'best', 'cooki', 'usual', 'eat', 'holiday', 'still', 'though', 'better', 'whole', 'sent', 'care', 'taken', 'make', 'sure', 'get', 'packag', 'one', 'piec', 'pun', 'intend']"
326,just received my new tin of cookies where did the sugar crystals go i really miss those on some of the cookies these have a sort of cinnamon sugar on top with very little sugar and not crystals very disappointing,Negative,"['just', 'received', 'my', 'new', 'tin', 'of', 'cookies', 'where', 'did', 'the', 'sugar', 'crystals', 'go', 'i', 'really', 'miss', 'those', 'on', 'some', 'of', 'the', 'cookies', 'these', 'have', 'a', 'sort', 'of', 'cinnamon', 'sugar', 'on', 'top', 'with', 'very', 'little', 'sugar', 'and', 'not', 'crystals', 'very', 'disappointing']","['received', 'new', 'tin', 'cookies', 'sugar', 'crystals', 'go', 'really', 'miss', 'cookies', 'sort', 'cinnamon', 'sugar', 'top', 'little', 'sugar', 'crystals', 'disappointing']","['receiv', 'new', 'tin', 'cooki', 'sugar', 'crystal', 'go', 'realli', 'miss', 'cooki', 'sort', 'cinnamon', 'sugar', 'top', 'littl', 'sugar', 'crystal', 'disappoint']"
327,good,Positive,['good'],['good'],['good']
328,i would like to say i will buy again,Positive,"['i', 'would', 'like', 'to', 'say', 'i', 'will', 'buy', 'again']","['would', 'like', 'say', 'buy']","['would', 'like', 'say', 'buy']"
329,taste great with grams protein,Positive,"['taste', 'great', 'with', 'grams', 'protein']","['taste', 'great', 'grams', 'protein']","['tast', 'great', 'gram', 'protein']"
330,tasty and have very good texture really good bonus it keep form on the hot even inside of the backpack,Positive,"['tasty', 'and', 'have', 'very', 'good', 'texture', 'really', 'good', 'bonus', 'it', 'keep', 'form', 'on', 'the', 'hot', 'even', 'inside', 'of', 'the', 'backpack']","['tasty', 'good', 'texture', 'really', 'good', 'bonus', 'keep', 'form', 'hot', 'even', 'inside', 'backpack']","['tasti', 'good', 'textur', 'realli', 'good', 'bonu', 'keep', 'form', 'hot', 'even', 'insid', 'backpack']"
331,this was my first time,Neutral,"['this', 'was', 'my', 'first', 'time']","['first', 'time']","['first', 'time']"
332,awesome half the price of the other flavor so a better choice but i don t understand why the difference price is different,Positive,"['awesome', 'half', 'the', 'price', 'of', 'the', 'other', 'flavor', 'so', 'a', 'better', 'choice', 'but', 'i', 'don', 't', 'understand', 'why', 'the', 'difference', 'price', 'is', 'different']","['awesome', 'half', 'price', 'flavor', 'better', 'choice', 'understand', 'difference', 'price', 'different']","['awesom', 'half', 'price', 'flavor', 'better', 'choic', 'understand', 'differ', 'price', 'differ']"
